velocity,CO2,NOx
39.77405051,1.797342708,0
40.62673532,1.746027038,0
40.93305237,0.938120217,0
40.74412358,0.703785465,0
39.93962221,0.297840627,0
38.27384665,0.160141648,0
35.34931181,0.093347826,0
31.19871763,0.064628868,0
27.74303483,0.04140219,0
26.58926948,0.030364825,0
26.94881812,0.210751428,0
28.58686654,1.730513531,0
31.4431007,2.390156259,0
34.18835097,2.250507372,0
36.25699882,2.431435515,0
37.82279092,2.366698817,0
39.10087632,1.439112338,0
40.51055259,2.097847189,0
42.11209613,4.347798631,0
43.40381905,0.874612933,0.98296475
44.04410495,0.760040225,0.191122455
44.23209192,0.533618719,0
44.31647886,0.729480249,0
44.44418945,0.873136303,0
44.59744216,0.912187079,0
44.74029719,0.896956483,0
44.87667251,0.944862113,0
44.99903357,0.983625771,0
45.08632131,1.00521984,0
45.15643028,1.016386452,0
45.23008049,1.033780331,0
45.29762771,1.026183897,0
45.34471864,1.086596724,0
45.36845246,1.034982901,0
45.35643486,1.040564359,0
45.29483993,1.055212279,0
45.14505311,1.030710823,0
44.76485982,0.817903023,0
44.03495047,0.376132287,0
42.97095926,0.206869613,0
41.53690873,0.187764742,0
39.54209945,0.126610986,0
36.70805454,0.080557421,0
32.662718,0.068041226,0
27.09905701,0.036890932,0
20.32504621,0.0248906,0
13.41605398,0.028094719,0
7.606239305,0.046216959,0
3.665708332,0.123903579,0
1.53377028,0,0
1.335724684,0.616717042,0
5.283074423,1.157573737,0
10.9195945,2.488320193,0
15.96190243,3.274023732,0.661446308
19.59961992,1.108167718,1.397921253
22.97566255,2.417616422,0
26.865373,4.033058808,0.831464065
30.589022,3.984588989,1.455139728
33.27934541,1.271339707,1.72373579
35.13258053,1.717406821,0.044829778
36.83908033,2.486486451,0
38.52636702,2.59930778,0.237011576
39.77408819,2.144227767,0.238417068
40.41388434,1.619904061,0.194247142
40.76687791,1.334110371,0.12385622
41.1439067,1.414109749,0.064472891
41.59089377,1.879227202,0
42.01105784,1.819498125,0
42.26448236,1.698326891,0
42.33135148,1.718417865,0
42.19328088,1.458603098,0
41.60758279,1.551596056,0
40.58540832,1.233399153,0
39.68804365,0.944021424,0
39.30739828,0.846578599,0
39.24957062,0.782762386,0
39.46950408,0.805988112,0
40.25773083,1.626301911,0
41.52560691,1.851577198,0
42.90476826,2.176572686,0
44.07868852,2.063841885,0
44.73901632,1.806444314,0
44.90500241,1.321400965,0
44.57947226,0.992760993,0.092556011
43.583405,0.437907337,0.080043337
42.32826231,0.21794743,0
41.35999754,0.163848008,0
40.74789085,0.099327337,0
40.41591866,0.204631925,0
40.29728721,0.194248074,0
40.25626159,0.176803606,0
40.0689904,0.124922829,0
39.50077245,0.068647061,0
38.45863144,0.041732449,0
37.14562342,0.030784066,0
35.93783536,0.029904172,0
35.1956447,0.115031859,0
34.9835095,0.232434685,0
35.19918594,0.823110568,0
35.84418093,1.571380966,0
36.64265466,1.28470726,0
37.30173925,1.218882,0
37.82689725,1.140606033,0
38.24770176,1.417753438,0
38.64040241,0.545139318,0
39.1266068,0.425948053,0
39.71995246,0.526739415,0
40.34079922,0.69765052,0
40.93444626,0.762941023,0
41.48051264,0.785855812,0
41.96475804,0.826907823,0
42.3943403,0.884398263,0
42.77984545,0.875457271,0
43.10179669,0.845946165,0
43.34746063,0.840231558,0
43.5331119,0.837646886,0
43.66933653,0.867027909,0
43.75210354,0.835218971,0
43.79109482,0.832508553,0
43.81124974,0.807791108,0
43.82876756,0.81358294,0
43.85528917,0.842129034,0
43.91458607,0.907046642,0
44.00123337,1.050573791,0
44.06595514,1.063951097,0
44.08430176,1.07743636,0
44.07477056,1.024985459,0
44.07963034,1.055001302,0
44.13949233,1.068341676,0
44.24938371,1.063724276,0
44.38104994,1.045579095,0
44.54059399,1.102307412,0
44.74135203,1.108976126,0
44.95992927,1.075302762,0
45.16336206,1.044873813,0
45.32814263,1.077361998,0
45.43882514,1.097679264,0
45.50772858,1.052853852,0
45.57388192,1.072213908,0
45.66915628,1.090686056,0
45.80538091,1.074419237,0
45.97780904,1.053881886,0
46.11893112,1.096733885,0
46.16658714,1.067443346,0
