velocity,RPM,CO2,NOx,NH3
0,784,0.360547162,0,0
0,784,0.358417946,0,0
0,783,0.378290625,0,0
0,784,0.376161409,0,0
0,783,0.370483501,0,0
0,786,0.36622507,0,0
0,783,0.374032194,0,0
0,784,0.364095855,0,0
0,786,0.360547162,0,0
0,785,0.348481607,0,0
0,782,0.360547162,0,0
0,786,0.345455247,0,0
0,784,0.367888795,0,0
0,784,0.365749907,0,0
0,783,0.348450319,0,0
0,784,0.350064725,0,0
0,784,0.340083247,0,0
0,784,0.342222135,0,0
0,783,0.366852608,0,0
0,784,0.373849642,0,0
0,783,0.339982099,0,0
0,784,0.357913644,0,0
0,783,0.380718382,0,0
0,783,0.352703256,0,0
0,783,0.366520786,0,0
0,784,0.367403959,0,0
0,782,0.358986373,0,0
0,783,0.338453793,0,0
0,782,0.350064725,0,0
0,784,0.355232124,0,0
0,783,0.347925837,0,0
0,784,0.364323981,0,0
0,783,0.373592497,0,0
0,784,0.377300652,0,0
0,783,0.355232124,0,0
0,783,0.351141753,0,0
0,783,0.341190367,0,0
0,781,0.345455247,0,0
0,781,0.339057928,0,0
0,784,0.353274193,0,0
0,783,0.354159515,0,0
0,782,0.354159515,0,0
0,780,0.381839317,0,0
0,784,0.35469582,0,0
0,782,0.35469582,0,0
0,783,0.369469884,0,0
0,784,0.373029324,0,0
0,782,0.345455247,0,0
0,784,0.36622507,0,0
0,783,0.344932915,0,0
0,783,0.350610823,0,0
0,782,0.366779645,0,0
0,785,0.351672683,0,0
0,782,0.351672683,0,0
0,781,0.343841915,0,0
0,783,0.341190367,0,0
0,781,0.348481607,0,0
0,782,0.377717779,0,0
0,784,0.337519949,0,0
0,784,0.35060342,0,0
0,780,0.342321254,0,0
0,782,0.343729983,0,0
0,783,0.36078775,0,0
0,782,0.35938117,0,0
0,783,0.36078775,0,0
0,783,0.339689051,0,0
0,783,0.367960767,0,0
0.031532084,778,0.332340571,0,0
0.930629706,739,0.323135188,0,0
2.961228086,900,0.734612839,0,0
5.523049779,778,0.633229022,0,0
7.92868029,1072,0.740322755,0,0
9.890450574,1235,1.502195542,0,0
11.07111426,1384,1.416598022,0,0
11.36179712,1374,1.384163128,0,0
11.17607051,776,0.370619118,0,0
10.77839706,780,0.189762962,0,0
10.32832084,782,0.194124653,0,0
10.06329311,781,0.240033421,0,0
10.20784341,735,0.276071835,0,0
11.16454265,768,0.760685841,0,0
13.2606916,879,0.846147644,0,0
16.61499706,1123,2.470253326,0,0
21.01694376,1434,3.905027169,0.262595915,0.203859495
25.74419457,1751,4.977249637,0.809352433,0.613414935
29.76896179,2076,4.441358134,1.55052987,0.979476035
32.52558922,1945,1.476625243,1.064780995,0.480321837
34.35938521,1399,2.398466836,0,0
35.49759171,1478,2.686007516,0.574021316,0.109422257
35.8587226,1523,1.43075349,0.9904648,0.083818948
35.66591352,1497,1.11885677,1.142182465,0.119227838
34.82080093,1454,0.32714226,0.222647348,0.035722156
33.05029515,1381,0.108276082,0.054556985,0.01284622
30.39813423,1074,0.325080503,0.089147492,0.044601731
27.15767579,831,0.133073108,0,0.016814554
23.91220688,783,0.100599237,0,0.002430986
20.94984861,780,0.132257467,0,0
17.95366022,781,0.172496396,0,0
14.58729948,782,0.227023683,0,0
10.97339117,782,0.246734452,0,0
7.42250935,780,0.274219314,0,0
4.170862108,782,0.275488158,0,0
1.652175703,781,0.305776397,0,0
0.291511665,780,0.311876722,0,0
0,780,0.300988064,0,0
0,781,0.307871053,0,0
0,782,0.321090499,0,0
0,781,0.317442688,0,0
0,781,0.331772878,0,0
0,782,0.310458986,0,0
0,782,0.318554145,0,0
0,781,0.328076702,0,0
0,782,0.336423076,0,0
0,780,0.320372357,0,0
0,780,0.312025983,0,0
0,780,0.326150616,0,0
0,778,0.331841421,0,0
0,781,0.320690763,0,0
0,780,0.333568714,0,0
0,781,0.329771391,0,0
0,780,0.326946566,0,0
0,780,0.344247229,0,0
0,779,0.353075493,0,0
0,781,0.343144528,0,0
0,779,0.32937361,0,0
0,780,0.329771391,0,0
0,779,0.319962948,0,0
0,780,0.324734836,0,0
0,780,0.339285073,0,0
0,780,0.312982035,0,0
0,779,0.325126168,0,0
0,780,0.32734431,0,0
0,781,0.323533377,0,0
0,779,0.31907934,0,0
0,781,0.320513187,0,0
0,781,0.331610385,0,0
0,780,0.331610385,0,0
0,780,0.329109303,0,0
0,779,0.329109303,0,0
0,777,0.308397119,0,0
0,779,0.313214545,0,0
1.148415818,888,0.552836553,0,0
4.762286459,1208,1.715766097,0,0
10.04600132,1294,2.538741489,1.252341478,0.045348736
14.77001227,1976,3.712480271,3.161302747,0.118668802
17.89786689,1985,0.970311746,2.09943892,0.135912578
20.46285309,1203,1.677070734,0,0.027790087
23.61899994,1536,4.09154374,1.76469946,0.072518596
27.02371153,1823,4.520006468,5.209728784,0.124179432
29.60760944,1986,1.089242146,3.235132735,0.073977086
31.31904437,1419,2.038732675,0.375244089,0.043629751
32.79965841,1333,2.546672552,1.038364415,0.039792643
34.02462524,1411,2.593553891,2.002263192,0.045256264
34.60154558,1441,1.401239946,1.580242505,0.034128673
34.64404044,1448,1.217195378,1.063245651,0.031221534
34.46200575,1440,1.027264352,0.615567325,0.029075963
34.17629569,1432,0.866817692,0.353748918,0.026927353
33.87114649,1420,0.764192802,0.18486445,0.025117452
33.60472487,1403,0.717453089,0.093350546,0.021740359
33.39850429,1398,0.711457748,0.053602052,0.020402086
33.29170207,1388,0.682868618,0.018615731,0.018833087
33.2678929,1384,0.775717845,0,0.000167486
33.32862136,1392,0.954573242,0,0
33.5180399,1400,1.103238892,0,0
33.77007053,1406,1.104718221,0,0
33.98133926,1416,1.133891611,0,0.006163495
34.11507749,1423,1.128620082,0,0.006143883
34.17512784,1426,1.111450503,0,0.01316708
34.1957725,1430,1.10346195,0,0.013189662
34.21604043,1429,1.113411028,0,0.013348493
34.24874037,1429,1.102308698,0,0.00611794
34.28400206,1433,1.103938197,0,0.001378407
34.30766054,1444,1.102565852,0,0
34.31421559,1428,1.08027509,0,0
34.3140649,1434,1.081315659,0,0
34.33026418,1439,1.075878497,0,0
34.38311904,1437,1.072141444,0,0
34.4579371,1441,1.083315746,0,0
34.5116961,1443,1.07109917,0,0
34.53023109,1438,1.069946038,0,0
34.53151196,1445,1.062576341,0,0
34.52344999,1445,1.077725302,0,0
34.49790788,1447,1.039078468,0,0
34.45820081,1444,1.083295854,0,0
34.43243265,1445,1.061364098,0,0
34.50491501,1452,1.22996047,0,0
34.79612529,1452,1.435681458,0,0
35.32621842,1468,1.493894719,0,0
35.96187057,1505,1.534116943,0,0
36.54150335,1518,1.536972454,0,0
37.02857421,1538,1.693725812,0,0
37.4409777,1566,1.616436399,0,0
37.75287032,1576,1.468804334,0,0
37.96835839,1580,1.417307809,0,0
38.09919582,1591,1.371604766,0,0
38.14636209,1593,1.334640095,0,0
38.06423552,1596,1.360290754,0,0
37.71911554,1579,1.374937719,0,0
37.10275184,1553,1.325879698,0,0
36.37627071,1524,1.330213946,0,0
35.6658005,1499,1.322363387,0,0
35.00004783,1471,1.314527995,0,0
34.43378887,1446,1.321548145,0,0
34.10750527,1420,1.307976568,0,0
34.02436153,1405,1.326394895,0,0
34.28637544,1406,1.322417133,0,0
34.86585753,1462,1.171059782,0,0
35.23877999,1490,0.892205775,0,0
35.29724808,1474,0.22182449,0,0
35.07452684,1451,0.055163779,0,0
34.01471731,901,0.131356819,0,0
31.71878982,2199,0.168905062,0,0
28.30036535,1968,0.051884276,0,0
23.71762717,1668,0.019391006,0,0
17.76533419,1277,0.012782329,0,0
11.22410326,899,0.03805191,0,0
5.716273265,819,0.036012589,0,0
2.113742118,774,0.05886305,0,0
0.333328407,777,0.106580718,0,0
0,774,0.152509173,0,0
0,776,0.192878389,0,0
0,776,0.215223593,0,0
0,775,0.230966403,0,0
0,774,0.23356727,0,0
0,776,0.242170548,0,0
0,777,0.251426603,0,0
0.698603298,776,0.260837422,0,0
3.477306957,1247,1.408224251,0,0
8.015440611,1193,2.266310352,0,0
11.84355613,1755,2.204520016,0,0
13.48194361,1567,0.787324627,0.340885834,0.044968864
13.75827316,960,0.399765228,0,0.018075124
14.12106165,1050,0.368374608,0,0
15.31449639,1058,0.575561956,0,0
17.40329916,1135,1.232442359,0,0
20.39394965,1313,2.628519975,0,0
24.2352883,1597,4.275089494,0,0
28.21236183,1933,5.172606159,1.696295532,0.081069559
31.15972635,2166,1.198319697,1.989220931,0.063072548
32.71723045,1443,1.106125343,0.113284063,0.030653677
33.55318856,1381,1.436709897,0,0
34.29696148,1421,1.673596034,0,0
34.98023197,1463,1.656398085,0,0
35.41813991,1479,1.329245681,0,0
35.58589662,1483,1.218651008,0,0
35.61181546,1489,1.163610516,0,0
35.59124615,1482,1.112036155,0,0
35.5177843,1494,1.062162153,0,0
35.39674179,1492,1.021924168,0,0
35.26940793,1466,0.997948223,0,0
35.17827757,1469,1.025559119,0,0
35.14776265,1478,1.049820626,0,0
35.17191087,1469,1.074529019,0,0
35.25128734,1477,1.093542474,0,0
35.36223356,1483,1.139451241,0,0
35.48048829,1489,1.137077055,0,0
35.6279394,1492,1.157788841,0,0
35.79241858,1500,1.15986002,0,0
35.91828321,1506,1.162477379,0,0
35.997622,1515,1.155181924,0,0
36.15181652,1511,1.127359346,0,0
36.63911342,1528,1.324005321,0,0
37.60199099,1549,2.085503686,0,0
38.75530427,1608,2.652730322,0,0
39.64777149,1660,1.988408175,0,0
40.13721573,1678,1.648118627,0,0
40.33906627,1687,1.440159457,0,0
40.39828782,1690,1.378577202,0,0
40.3156715,1688,1.287992249,0,0
39.87237637,1667,0.875964113,0,0
38.94713386,1627,0.269251161,0,0
37.59649077,1574,0.134802236,0,0
35.62040485,1520,0.065325734,0,0
32.82418336,1401,0.05131156,0,0
29.84769782,1249,0.029332236,0,0
27.79069085,1178,0.105863609,0,0
26.97443558,1143,0.084522214,0,0
26.86631482,1113,0.274934602,0,0
27.16780976,1117,0.61902226,0,0
28.0523657,1175,1.450445884,0,0
29.57603969,1232,2.106178029,0,0
31.50725738,1323,2.469760165,0,0
33.43210838,1396,2.224303743,0,0
35.1005587,1454,2.230081807,0,0
36.23631648,1511,2.158471266,0,0
36.61699952,1546,1.563755573,0,0
36.60588606,1538,1.020374814,0,0
36.26136885,1498,0.641745102,0,0
35.33929086,1472,0.307562761,0,0
34.13568448,1433,0.272840434,0,0
32.86807211,1389,0.262480315,0,0
31.64483823,1340,0.200696801,0,0
30.83920667,1296,0.238395827,0,0
30.61162565,1232,0.345364452,0,0
30.72453085,1301,0.492278987,0,0
30.80247575,1273,0.690677703,0,0
30.46458894,1261,0.613764747,0,0
29.26467449,887,0.231931904,0,0
27.17410111,1502,0.172893504,0,0
24.75679204,1724,0.0655976,0,0
22.49898937,1593,0.03407218,0,0
20.98352804,1449,0.013876841,0,0
20.52109515,1353,0.417454475,0,0
20.76581727,1382,1.152889806,0,0
21.8512066,1477,1.656664209,0,0
24.31040774,1634,3.300522295,0,0
27.93433701,1897,5.350646509,0.569738171,0.203085596
31.39559538,2223,3.194349851,1.973034159,0.273708515
33.56034638,1908,1.197533028,0.542980952,0.163993583
34.72499915,1415,1.508933063,0,0
35.56894388,1479,1.694004645,0,0
36.24076186,1507,1.719187044,0,0
36.67998834,1533,1.475043635,0,0
36.88266769,1542,1.416628108,0,0
36.93665273,1549,1.171848275,0,0
36.76934808,1545,0.881632962,0,0
36.08200894,1512,0.709893779,0,0
34.85060007,1457,0.178832494,0,0
33.45041733,1407,0.073710669,0,0
32.23023494,1356,0.058821726,0,0
31.24558252,1306,0.044480112,0,0
30.32847733,1259,0.036797503,0,0
29.30430621,1194,0.10657064,0,0
28.04486883,1045,0.078898794,0,0
26.22049103,983,0.056319128,0,0
23.32575533,1604,0.090466492,0,0
18.78976902,1416,0.021238982,0,0
12.4200244,987,0.031404926,0,0
6.888950328,803,0.016928478,0,0
4.967979622,762,0.050897853,0,0
5.759182516,1224,2.001871114,0,0
8.932960204,1500,3.495897807,0,0
14.17531039,2094,1.390037391,0.941966135,0.254517914
19.77381867,1221,2.702680861,0,0
25.22698552,1658,5.307494557,0.373991316,0.281552184
